Date of Notice|Business Type|region|company|Number Affected|Layoff Date|Reason for Dislocation|Classification
3/19/2020|Hotel|New York City Region|Pod Times Square, LLC dba The Pod Times Square Hotel|118|3/18/2020|Unforeseeable business circumstances prompted by COVID-19|Temporary Plant Layoff
3/19/2020|Gym|New York City Region|CF Management-NY, LLC|74|3/17/2020|Unforeseeable business circumstances prompted by COVID-19|Temporary Plant Layoff
3/19/2020|Gym|Long Island Region|CF Management-NY, LLC|83|3/17/2020|Unforeseeable business circumstances prompted by COVID-19|Temporary Plant Layoff
3/19/2020|Gym|Long Island Region|CF Management-NY, LLC|109|3/17/2020|Unforeseeable business circumstances prompted by COVID-19|Temporary Plant Layoff
3/19/2020|Fragrance Manufacturing|Long Island Region|Orlandi, Inc.|63|3/16/2020|Unforeseeable business circumstances prompted by COVID-19|Temporary Plant Layoff
3/21/2020|Restaurant|New York City Region|Madison Restaurant, LLC dba Kappo Masa|66|3/16/2020|Unforeseeable business circumstances prompted by COVID-19|Temporary Plant Closing
3/18/2020|Airline Sales|New York City Region|American Sales Management Organization LLC dba Eulen America|1,321|3/19/2020|Unforeseeable business circumstances prompted by COVID-19|Temporary Plant Layoff
3/18/2020|Restaurant|New York City Region|Legacy Recording, LLC dba Legacy Records|84|3/18/2020|Unforeseeable business circumstances prompted by COVID-19|Temporary Plant Closing
3/18/2020|Restaurant|New York City Region|Kennedy Organics, LLC dba Charlie Bird|63|3/18/2020|Unforeseeable business circumstances prompted by COVID-19|Temporary Plant Closing
3/18/2020|Restaurant|New York City Region|Elmer Kennedy, LLC dba Pasquale Jones|39|3/18/2020|Unforeseeable business circumstances prompted by COVID-19|Temporary Plant Closing
3/18/2020|Restaurant|New York City Region|Delicious Hospitality Group, LLC dba Delicious Hospitality Group|7|3/18/2020|Unforeseeable business circumstances prompted by COVID-19|Temporary Plant Closing
3/18/2020|Restaurant|New York City Region|Babbo, LLC|96|3/16/2020|Unforeseeable business circumstances prompted by COVID-19|Temporary Plant Layoff
3/18/2020|Restaurant|New York City Region|Becco (Pola Restaurant, Inc.)|139|3/16/2020|Unforeseeable business circumstances prompted by COVID-19|Temporary Plant Layoff
3/19/2020|Hotel|Mid-Hudson Region|Benchmark Conference Centers of New York, LLC|40|3/13/2020|Unforeseeable business circumstances prompted by COVID-19|Temporary Plant Closing
3/19/2020|Hotel|Capital Region|The Desmond Hotel and Conference Center|127|3/17/2020|Unforeseeable business circumstances prompted by COVID-19|Temporary Plant Layoff
3/20/2020|Restaurant|New York City Region|Avant Gardner|53|3/20/2020|Unforeseeable business circumstances prompted by COVID-19|Temporary Plant Layoff
3/20/2020|Hotel|New York City Region|Baccarat Hotel New York|161|3/20/2020|Unforeseeable business circumstances prompted by COVID-19|Temporary Plant Closing
3/16/2020|Restaurant|New York City Region|Freeman Holdings LLC dba Freemans Restaurant|98|3/16/2020|Unforeseeable business circumstances prompted by COVID-19|Temporary Plant Closing
3/16/2020|Restaurant|New York City Region|One Melon, LLC dba JG Melon|42|3/15/2020|Unforeseeable business circumstances prompted by COVID-19|Temporary Plant Closing
3/15/2020|Restaurant|New York City Region|MERCER STREET HOSPITALITY LLC|3|3/15/2020|Unforeseeable business circumstances prompted by COVID-19|Temporary Plant Layoff
3/19/2020|Coffee Shop|New York City Region|Gregorys Coffee Management LLC (25 NYC locations)|231|3/22/2020|Unforeseeable business circumstances prompted by COVID-19|Temporary Plant Closing
3/16/2020|Restaurant|New York City Region|Broome Street Food and Drink LLC|51|3/16/2020|Unforeseeable business circumstances prompted by COVID-19|Temporary Plant Layoff
3/16/2020|Restaurant|New York City Region|Luck 13 Associates, LLC dba Catch New York|356|3/16/2020|Unforeseeable business circumstances prompted by COVID-19|Temporary Plant Layoff
3/16/2020|Restaurant|New York City Region|156 Tenth Ave Restaurant LLC dba Cookshop|106|3/15/2020|Unforeseeable business circumstances prompted by COVID-19|Temporary Plant Closing
3/16/2020|Restaurant|New York City Region|Second Street Restaurant LLC dba Rosies|72|3/15/2020|Unforeseeable business circumstances prompted by COVID-19|Temporary Plant Closing
3/18/2020|Hotel|New York City Region|Fifty Second Street Hotel Associates, LLC dba Novotel New York Times Square Hotel|145|3/15/2020|Unforeseeable business circumstances prompted by COVID-19|Temporary Plant Layoff
3/19/2020|Hotel|New York City Region|HI 57, LLC dba The Watson Hotel|138|3/18/2020|Unforeseeable business circumstances prompted by COVID-19|Temporary Plant Layoff
3/19/2020|Restaurant|New York City Region|Captain Haddock LLC dba Simon & the Whale Studio and George Washington Bar|88|3/15/2020|Unforeseeable business circumstances prompted by COVID-19|Temporary Plant Layoff
3/19/2020|-----|New York City Region|Instant Vintage Inc.|6|3/15/2020|Unforeseeable business circumstances prompted by COVID-19|Temporary Plant Layoff
3/19/2020|Restaurant|New York City Region|Marlinspike Hall LLC dba The Jones|21|3/15/2020|Unforeseeable business circumstances prompted by COVID-19|Temporary Plant Layoff
3/19/2020|Restaurant|New York City Region|George Marcel LLC dba Fairfax|23|3/15/2020|Unforeseeable business circumstances prompted by COVID-19|Temporary Plant Layoff
3/19/2020|Restaurant|New York City Region|St. Helene LLC dba bar Sardine|22|3/15/2020|Unforeseeable business circumstances prompted by COVID-19|Temporary Plant Layoff
3/19/2020|Restaurant|New York City Region|Penmanship LLC dba Jeffrey's Grocery|36|3/15/2020|Unforeseeable business circumstances prompted by COVID-19|Temporary Plant Layoff
3/19/2020|Restaurant|New York City Region|Happy Cooking LLC dba Joseph Leonard|30|3/15/2020|Unforeseeable business circumstances prompted by COVID-19|Temporary Plant Layoff
3/20/2020|Restaurant|New York City Region|ADINA LLC dba BABUJI|23|3/15/2020|Unforeseeable business circumstances prompted by COVID-19|Temporary Plant Closing
3/20/2020|Catering/Event Venue|New York City Region|Belux Catering Corp. dba Antun's Queens|88|3/20/2020|Unforeseeable business circumstances prompted by COVID-19|Temporary Plant Layoff
3/19/2020|Hotel|Mid-Hudson Region|455 Hospitality LLC (the DoubleTree By Hilton Tarrytown)|131|3/20/2020|Unforeseeable business circumstances prompted by COVID-19|Temporary Plant Closing
3/19/2020|Hotel|Long Island Region|Danford F&B LLC dba Danford's Hotel, Marina & Spa|149|3/17/2020|Unforeseeable business circumstances prompted by COVID-19|Temporary Plant Layoff
3/20/2020|Daycare|Capital Region|Unity House of Troy|65|3/17/2020|Unforeseeable business circumstances prompted by COVID-19|Temporary Unit Closing
3/18/2020|Restaurant|New York City Region|BLT Prime Lexington|55|3/18/2020|Unforeseeable business circumstances prompted by COVID-19|Temporary Plant Layoff
3/18/2020|Restaurant|New York City Region|BLT Steak|131|3/18/2020|Unforeseeable business circumstances prompted by COVID-19|Temporary Plant Layoff
3/18/2020|Restaurant|New York City Region|Casa Nonna|63|3/18/2020|Unforeseeable business circumstances prompted by COVID-19|Temporary Plant Layoff
3/18/2020|Restaurant|New York City Region|The Wayfarer|107|3/18/2020|Unforeseeable business circumstances prompted by COVID-19|Temporary Plant Layoff
3/18/2020|Restaurant|Mid-Hudson Region|BLT Steak White Plains|58|3/18/2020|Unforeseeable business circumstances prompted by COVID-19|Temporary Plant Closing
3/16/2020|Clothing Manufacturing|Mid-Hudson Region|Costume Armour, Inc.|-----|3/17/2020|Unforeseeable business circumstances prompted by COVID-19|Temporary Plant Layoff
3/17/2020|Restaurant|New York City Region|The Rag Trader & Bo Peep Cocktail and Highball Store|77|3/16/2020|Unforeseeable business circumstances prompted by COVID-19|Temporary Plant Closing
3/14/2020|Creamery|New York City Region|Ample Hills Creamery|101|6/12/2020|Economic|Plant Closing
3/15/2020|Hotel|New York City Region|NoMad Hotels, LLC|39|3/16/2020|Unforeseeable business circumstances prompted by COVID-19|Temporary Plant Layoff
3/17/2020|Restaurant|New York City Region|MFRF Enterprises Inc., Street Taco|23|3/16/2020|Unforeseeable business circumstances prompted by COVID-19|Temporary Plant Closing
3/17/2020|Restaurant|New York City Region|Times Square Barbeque Inc. aka Virgil's Real Barbecue|143|3/16/2020|Unforeseeable business circumstances prompted by COVID-19|Temporary Plant Layoff
3/19/2020|Hotel|New York City Region|Citusa Park Ave LLC dba IBEROSTAR 70 Park Avenue|59|3/29/2020|Unforeseeable business circumstances prompted by COVID-19|Temporary Plant Closing
3/18/2020|Restaurant|701 West, Lobby Bar, Paradise Club, and The Terrace and Outdoor Gardens - New York City Region|20 Times Rest LLC|292|3/16/2020|Unforeseeable business circumstances prompted by COVID-19|Temporary Plant Closing
3/16/2020|Restaurant|New York City Region|88 Ninth Avenue Hospitality, LLC dba Catch Steak|330|3/16/2020|Unforeseeable business circumstances prompted by COVID-19|Temporary Plant Layoff
3/20/2020|Salon|New York City Region|Cutler|-----|3/17/2020|Unforeseeable business circumstances prompted by COVID-19|Plant Closing
3/20/2020|Restaurant|Caf Sabarsky - New York City Region|Ykg Corp, Wallse|29|3/16/2020|Unforeseeable business circumstances prompted by COVID-19|Temporary Plant Closing
3/17/2020|Restaurant|New York City Region|GG LES, LLC dba Mr. Purple|89|3/16/2020|Unforeseeable business circumstances prompted by COVID-19|Temporary Plant Layoff
3/15/2020|Restaurant|New York City Region|Progressive Restaurant LLC, Cote Korean Steakhouse|88|3/16/2020|Unforeseeable business circumstances prompted by COVID-19|Temporary Plant Layoff
3/15/2020|Restaurant|New York City Region|Cassa NY Restaurant LLC dba Butter|91|3/15/2020|Unforeseeable business circumstances prompted by COVID-19|Temporary Plant Closing
3/16/2020|Restaurant|New York City Region|Lexington Project Managers, LLC dba Lexington Brass|81|3/16/2020|Unforeseeable business circumstances prompted by COVID-19|Temporary Plant Layoff
3/14/2020|Restaurant|New York City Region|La Pecora Bianca Holdings, LLC and LPB1 LLC|134|3/14/2020|Unforeseeable business circumstances prompted by COVID-19|Temporary Plant Layoff
3/19/2020|Gym|New York City Region|Flywheel Sports, Inc.|278|3/21/2020|Unforeseeable business circumstances prompted by COVID-19|Temporary Plant Closing
3/17/2020|Hotel|Sunken Lounge, Connie, & The Pool - New York City Region|GG TWA, LLC|73|3/16/2020|Unforeseeable business circumstances prompted by COVID-19|Temporary Plant Layoff
3/19/2020|Hotel|Capital Region|The Holiday Inn Saratoga Springs (JLK Global Fund US3 Inc.)|62|3/16/2020|Unforeseeable business circumstances prompted by COVID-19|Temporary Plant Layoff
3/16/2020|Hotel|Western Region|Uniquest Hospitality, LLC (Embassy Suites)|22|3/16/2020|Unforeseeable business circumstances prompted by COVID-19|Temporary Plant Layoff
3/19/2020|Venue|New York City Region|Terrace on the Park (Crystal Ball Group, LLC)|198|3/20/2020|Unforeseeable business circumstances prompted by COVID-19|Temporary Plant Layoff
3/16/2020|Restaurant|New York City Region|Bold Food Lafayette Street dba Gato|61|3/16/2020|Unforeseeable business circumstances prompted by COVID-19|Temporary Plant Closing
3/16/2020|Restaurant|New York City Region|Saltbae LLC dba Saltbae Burger|-----|3/16/2020|Unforeseeable business circumstances prompted by COVID-19|Temporary Plant Closing
3/18/2020|Retail|New York City Region|Songren Management Corp.|126|3/18/2020|Unforeseeable business circumstances prompted by COVID-19|Temporary Plant Layoff
3/18/2020|Airport Support|New York City Region|OSM Aviation, Inc.|225|3/12/2020|Unforeseeable business circumstances prompted by COVID-19|Temporary Plant Layoff
3/17/2020|Restaurant|Mid-Hudson Region
|Lastrada Restaurant LLC|-----|3/17/2020|Unforeseeable business circumstances prompted by COVID-19|Temporary Plant Layoff
3/19/2020|Education|New York City Region|Kuei Luck Enrichment Center, Inc. and Kuei Luck Early Childhood Center, LLC|73|3/19/2020|Unforeseeable business circumstances prompted by COVID-19|Temporary Plant Layoff
3/19/2020|Hotel|New York City Region|Mercer 1 LLC dba The Mercer Hotel|33|3/19/2020|Unforeseeable business circumstances prompted by COVID-19|Temporary Plant Layoff
3/20/2020|Distribution|Southern Region|The Maines Paper & Food Service, Inc.|340|3/18/2020|Unforeseeable business circumstances prompted by COVID-19|Temporary Plant Layoff
3/17/2020|Restaurant|Long Island Region|Manhasset Restaurant LLC d/b/a Cipollini|76|3/17/2020|Unforeseeable business circumstances prompted by COVID-19|Temporary Plant Layoff
3/17/2020|Restaurant|Long Island Region|Roslyn Hospitality LLC|75|3/17/2020|Unforeseen business circumstances as a result of the COVID-19 virus|Temporary Plant Layoff
3/17/2020|Restaurant|Long Island Region|Wheatley Restaurant LLC|63|3/17/2020|Unforeseeable business circumstances prompted by COVID-19|Temporary Plant Layoff
3/4/2020|Janitorial Services|New York City Region|Managed by Q, LLC (formerly a WeWork Management LLC and WeCo. Inc. subsidiary)|79|June 2, 2020|Economic|Plant Closing
3/17/2020|Restaurant|New York City Region|NAYA Holdings LLC|3|3/17/2020|Unforeseeable business circumstances prompted by COVID-19|Temporary Plant Closing
3/16/2020|Theater|New York City Region|PDNYC, LLC|189|3/6/2020|Unforeseeable business circumstances prompted by COVID-19|Plant Closing
3/17/2020|Restaurant|New York City Region|Hakkasan Holdings, LLC, d/b/a Hakkasan Group|95|3/13/2020|Unforeseeable business circumstances prompted by COVID-19|Temporary Plant Closing
3/18/2020|Interior designer|New York City Region|Taylor Spellman New York, LLC|2|3/17/2020|Unforeseeable business circumstances prompted by COVID-19|Temporary Plant Closing
3/17/2020|Hospitality|Central Region|The Inns of Aurora|96|3/17/2020|Unforeseeable business circumstances prompted by COVID-19|Temporary Plant Closing
3/16/2020|French Restaurant|New York City Region|Le District|272|First separations will occur on 3/16/2020, however there is potential to have separations occur on 3/22/2020.|Unforeseeable business circumstances prompted by COVID-19|Temporary Plant Closing
3/16/2020|Restaurant|New York City Region|Wagamama USA LLC (Wagamama Restaurant)|46|3/17/2020|Unforeseeable business circumstances prompted by COVID-19|Temporary Plant Closing
3/18/2020|Performing Arts Theater|Capital Region|Arts Center and Theater of Schenectady, Inc. d/b/a Proctors|117|3/20/2020|Unforeseeable business circumstances prompted by COVID-19|Temporary Plant Closing
3/14/2020|Restaurant|New York City Region|The Crystal Room LP dba Blue Ribbon Brasserie (10 sites in NYC)|36|3/14/2020|Unforeseeable business circumstances prompted by COVID-19|Temporary Closing
3/20/2020|Restaurant|New York City Region|Principessa SOHO LLC, dba Little Prince|43|3/15/2020|Unforeseeable business circumstances prompted by COVID-19|Temporary Closing
3/20/2020|Restaurant|New York City Region|PRINKIPAS LLC, dba LOLA TAVERNA|23|3/15/2020|Unforeseeable business circumstances prompted by COVID-19|Temporary Closing
3/23/2020|Restaurant|Mid-Hudson Region|MFPJJRT Enterprises Inc. dba Anthony's Pier 9|100|3/16/2020|Unforeseeable business circumstances prompted by COVID-19|Temporary Layoff
3/23/2020|Restaurant|Mid-Hudson Region|Ribworks dba Billy Joe's Ribworks|82|3/16/2020|Unforeseeable business circumstances prompted by COVID-19|Temporary Layoff
3/23/2020|Hotel|Mid-Hudson Region|Bondib Hotel dba The Poughkeepsie Grand Hotel|102|3/20/2020|Unforeseeable business circumstances prompted by COVID-19|Temporary Layoff
3/23/2020|Restaurant|Mid-Hudson Region|Waterfront Management, LLC dba Shadows on the Hudson|72|3/16/2020|Unforeseeable business circumstances prompted by COVID-19|Temporary Plant Layoff
3/18/2020|Performing Arts Theater|Capital Region|The REP Manager, LLC|1|3/20/2020|Unforeseeable business circumstances prompted by COVID-19|Temporary Plant Closing
3/18/2020|Performing Arts Theater|Capital Region|UPH Saratoga Manager, LLC|3|3/20/2020|Unforeseeable business circumstances prompted by COVID-19|Temporary Plant Closing
3/18/2020|Performing Arts Theater|Capital Region|PT Redevelopment, LLC|1|3/20/2020|Unforeseeable business circumstances prompted by COVID-19|Temporary Plant Closing
3/23/2020|Event Venue|Mid-Hudson Region|Poughkeepsie Landing, LLC dba The Grandview|69|3/16/2020|Unforeseeable business circumstances prompted by COVID-19|Temporary Layoff
3/16/2020|Restaurant|New York City Region|568 Amsterdam, LLC dba Sirenetta|40|3/15/2020|Unforeseeable business circumstances prompted by COVID-19|Temporary Plant Closing
3/16/2020|Restaurant|New York City Region|DLA Restaurants, LLC dba The Mermaid Oyster Bar|37|3/15/2020|Unforeseeable business circumstances prompted by COVID-19|Temporary Plant Closing
3/18/2020|Restaurant|SUGARCANE Raw Bar Grill - New York City Region|RBG Brooklyn LLC|95|3/16/2020|Unforeseeable business circumstances prompted by COVID-19|Temporary Plant Closing
3/19/2020|Restaurant|Mid-Hudson Region|Blue Hill at Stone Barns LLC dba Blue Hill at Stone Barns|116|3/19/2020|Unforeseeable business circumstances prompted by COVID-19|Temporary Plant Layoff
3/18/2020|Performing Arts Theater|Capital Region|Capital Repertory Company|31|3/20/2020|Unforeseeable business circumstances prompted by COVID-19|Temporary Plant Closing
3/15/2020|Restaurant|New York City Region|9 East First Street LLC, Bowery Meat Company|83|3/15/2020|Unforeseeable business circumstances prompted by COVID-19|Temporary Plant Layoff
3/17/2020|Financial Institution|Long Island Region|HSBC Bank USA, N.A.|1|Separation will occur on June 16, 2020.|Economic|Plant Closing
3/12/2020|Photographic equipment and Supplies|Finger Lakes Region|Eastman Kodak Company (Remote Employee)|1|May 10, 2020|Economic|Plant Layoff
3/11/2020|Theatrical, architectural, film and video lighting|Mid-Hudson Region|Altman Lighting, Inc.|45|June 15, 2020|Relocation to Colorado|Plant Closing
3/16/2020|Global tech media company|New York City Region|Future Media Group|17|Furloughs will begin on March 17, 2020.|Economic and unforeseen business circumstances as a result of COVID-19|Possible Plant Layoff/Closing
3/13/2020|Airline|New York City Region|El Al Israeli Airlines Ltd.|51|3/27/2020|Unforeseeable  business circumstances prompted by COVID-19|Temporary Plant  Layoff
3/15/2020|Restaurant|New York City Region|Fig & Olive|204|3/15/2020|Unforeseeable  business circumstances prompted by COVID-19|Temporary  Plant Layoff
3/16/2020|Restaurant|New York City Region|Great Dane OpCo LLC|170|7/31/2020|Unforeseeable  business circumstances prompted by COVID-19|Temporary  Plant Closing
3/16/2020|Restaurant|New York City Region|Honeycrisp USA LLC|4|-----|Unforeseeable  business circumstances prompted by COVID-19|Temporary Plant  Closing
3/17/2020|Restaurant|Long Island Region|Gold Coast Restaurant Corp. dba Bryant & Cooper Steakhouse|53|3/17/2020|Unforeseeable  business circumstances prompted by COVID-19|Temporary  Plant Closing
3/14/2020|Restaurant|New York City Region|Madison Park Acquisitions, LLC d/b/a Black Barn Restaurant|88|3/10/2020|Unforeseeable  business circumstances prompted by COVID-19|Temporary Plant  Layoff
3/17/2020|Restaurant|Long Island Region|Manhasset Restaurant LLC d/b/a Toku Modern Asian|89|3/17/2020|Unforeseeable  business circumstances prompted by COVID-19|Temporary  Plant Closing
3/16/2020|Hospitality|New York City Region|One 27 Roof, LLC |124|3/11/2020|Unforeseeable  business circumstances prompted by COVID-19|Plant Closing
3/17/2020|Restaurant|Long Island Region|100 Hospitality LLC|68|3/17/2020|Unforeseen business circumstances as a result of COVID-19|Temporary Plant Closing
3/13/2020|Catering business|Long Island Region|US Inflight Catering LLC ("dnata")|73|3/16/2020|Unforeseeable business circumstances prompted by COVID-19|Temporary Plant Layoff
3/17/2020|Restaurant|Long Island Region|East Meadow Restaurant Corp.|30|3/17/2020|Unforeseen business circumstances as a result of the COVID-19 virus|Temporary Plant Layoff
3/4/2020|Providing temporary and long-term housing accommodations for relocated individuals and corporate officials|New York City Region|Oakwood Worldwide (US) LP|1|6/3/2020|Economic|Plant Closing
3/10/2020|Social services organization|New York City Region|Catholic Charities Neighborhood Services, Inc. (Behavioral Health Care Coordination Coordinated Behavioral Care program)|13|6/30/2020|Budgetary Deficit|Plant Unit Closing
3/11/2020|Manages the production and distribution for Gannett’s domestic daily newspapers|Canandaigua - Finger Lakes Region|Gannett Publishing Services|33|6/14/2020|Newspaper production will be consolidated to the company’s Rochester, NY facility.|Plant Closing
2/26/2020|Manufacturer|Western Region|Panasonic Solar North America (PSNA)|375|5/31/2020|Economic|Plant Closing
3/6/2020|Pharmaceuticals (production)|North Country Region|Pfizer, Inc.|2|Separations for the remaining two employees on site will occur on 6/5/2020 and on 6/8/2020.|Economic|Plant Closing
7/13/2018|Restaurants|New York City Region|Gourmet Management Corp. (TGI Fridays, KFC, Taco Bell, Pizza Hut, Haagen Dazs, Tim Hortons & Beer Cart Restaurants located at the Restaurant Complex on the Amtrak level of Penn Station)|||Expiration of lease|Plant Closing
3/3/2020|Manufacturer of capacitors|Long Island Region|American Technical Ceramics Corp. (Phase 3)|35|The third phase of employee separations are expected to occur during the 14-day period starting on June 5, 2020.|Economic|Plant Closing
2/27/2020|A 675-megawatt coal-fired power plant|Western Region|Somerset Operating Company, LLC|67|Layoffs are anticipated to begin on May 29, 2020, or within 14 days after that date.|Economic and stricter new State air emission regulations designed to eliminate coal generation in New York.|Plant Closing
2/24/2020|A global defense technology leader|New York City Region|L3Harris Technologies|16|The last dates of employment for these employees are May 1, 2020, May 8, 2020, May 29 - 31, 2020, June 29 & 30, 2020, July 31, 2020 and September 30, 2020.|Economic|Plant Layoff
2/28/2020|Paratransit transportation throughout the 5 boroughs of New York City.|New York City Region|CareRide Paratransit, LLC|221|May 31, 2020|The MTA did not renew contract which expires May 31, 2020.|Plant Closing
12/5/2019|Acute Care Hospital|Western Region|Brooks-TLC Hospital System, Inc., TLC Health Network Campus|201|December 3, 2019 – March 2, 2020.|Economic|Plant Closing
2/28/2020|Produces  and distributes numerous brands of bottled water across North America.|Mid-Hudson Region|Nestle Waters North America|105|Separations from employment  will begin on June 1, 2020.|Due to an operational change to optimize the ReadyRefresh delivery process|Plant Closing
2/19/2020|Commercial Real Estate Services|New York City Region|CBRE|40|Separations will begin on 5/22/2020.|Reduction in workload due to a change in business priorities.|Plant Layoff
2/20/2020|Parking facility servicing the LaGuardia Airport|New York City Region|CFS 2907 LGA LLC, dba The Parking Spot|36|2/29/2020|Landlord's decision to cease operating the parking facility|Plant Closing
2/12/2020|Programs for persons with development disabilities.|New York City Region|Catholic Guardian Services (Community Habilitation Program)|7 (working at various residences in New York City)|Separations will occur on 5/12/2020, or within 14 days thereafter.|Catholic Guardian Services has decided to discontinue operation of its Community Habilitation program in the New York City area for persons with development disabilities.|Plant Layoff
12/5/2019|Wholesale grocer|New York City Region|Quality Frozen Foods, Inc.|||Sale of the business|Plant Closing
2/19/2020|Transportation Services|Mid-Hudson Region|Columbus Transit, LLC|118|5/31/2020|Contract termination by Metropolitan Transit Authority|Plant Closing
2/13/2020|Drug distribution company|Finger Lakes Region|Rochester Drug Co-Operative, Inc.|98|Separations will occur for 29 affected employees on May 13, 2020 and the remaining 69 affected employees will be separated during the period of May 13 through May 27, 2020.|Economic|Plant Closing
2/13/2020|Members-only personal shopping and concierge service|New York City Region|Jet Black (Walmart)|165|5/22/2020|The decision was made to integrate conversational commerce into Walmart.|Plant Closing
2/13/2020|Developing private incubated brands across multiple categories of Health, Beauty, & Wellness, Fashion, and Home furnishing products.|New York City Region|Walmart eCommerce (Altitude Collection, LLC)|2|5/22/2020|They are integrating many of these incubated brands as private brands within Walmart.|Plant Layoff
2/11/2020|Wholesale distributor of Janitorial and Industrial Supplies|Mid-Hudson Region|Strauss Paper Co.|57|Separations will occur during 14-day period starting on May 31, 2020.|Sale of business|Plant Closing
2/6/2020|Retail  and auto store|Long Island Region|Transform SR LLC (Sears Unit 01364 Retail Store and Unit 06444 Auto Center)|77|Separations will occur on May 6,  2020 or during a 14-day period beginning on that date.|Economic|Plant Closing
2/4/2020|Retail store|Southern Region|Transform SR LLC (Sears Retail Store and Auto Center)|46|Separations will occur on May 4, 2020 or during a 14-day period beginning on that date.|Economic|Plant Closing
2/4/2020|Retail store|Mid-Hudson Region|Transform KM LLC (Sears Retail Store and Auto Center)|65|Separations will occur on May 4, 2020 or during a 14-day period beginning on that date.|Economic|Plant Closing
2/4/2020|Retail store|New York City Region|Transform KM LLC (Kmart Retail Store)|160|Separations will occur on May 4, 2020 or during a 14-day period beginning on that date.|Economic|Plant Closing
2/7/2020|Modern Japanese restaurant|New York City Region|Morimoto NY Venture, L.P.|113|Separations will  occur on May 10, 2020, or the 14-day period commencing on that date.|Expiration of building lease|Plant Closing
2/6/2020|Daily newspaper|Mid-Hudson Region|Local Media Group, Inc. dba Times Herald-Record|94|Separations will occur during the 14-day period commencing on May 10, 2020.|The production work is moving to another company facility in Rockaway, New Jersey.|Plant Closing
2/5/2020|Provide complete source for lab systems and sustainable, adaptable casework of painted steel, wood or stainless steel complete with specified fixtures, fume hoods and work surfaces.|Western Region|Jamestown Metal Products LLC, a division of Institutional Casework|37|Separations will occur on May 8, 2020 or thereafter.|Economic|Plant Layoff
2/6/2020|Leading  healthcare improvement company|New York City Region|GNYHA Management Corporation (Acurity, Inc. and Nexera, Inc. businesses) |46|Separtions will occur on February  14, 2020 and August 14, 2020.|GNYHA Management Corporation has announced the planned sale of its  Acurity, Inc. and Nexera, Inc. businesses to Premier Inc.|Plant Layoff
2/6/2020|Leading healthcare improvement company|New York City Region|GNYHA Management Corporation (Acurity, Inc. and Nexera, Inc. businesses)|46|Separtions will occur on February 14, 2020 and August 14, 2020.|GNYHA Management Corporation has announced the planned sale of its Acurity, Inc. and Nexera, Inc. businesses to Premier Inc.|Plant Layoff
1/31/2020|New York City-based online monthly subscription service that sends its subscribers a box of four to five selected samples of makeup, or other beauty related products..|New York City Region|Birchbox, Inc.|44|Employees are expected to be separated from employment beginning on January 31, 2020, with all separations accomplished by May 30, 2020.|Economic|Plant Layoff
1/31/2020|Dental equipment distribution and manufacturing|Long Island Region|Crosstex International, Inc. (Cantel) (Phase 4)|9|Separations are anticipated to occur on April 30, 2020.|Restructuring which will involve the relocation of certain operations from Crosstex’s Long Island location to Rush, NY.|Plant Layoff
2/4/2020|Clinical Services|Long Island Region|SB Clinical Network IPA, LLC|60|Separations are expected to occur on May 6, 2020.|Economic|Plant Closing
1/30/2020|Call Center||Long Island Custom Windows LLC dba Renewal by Anderson of Long Island (Call Center) |35|Separations will occur during the 14-day period beginning on April 29, 2020.|Economic|Plant Closing
1/23/2020|School|Long Island Region|Our Lady of Mercy School|33|June 19, 2020|Economic|Plant Closing
1/23/2020|Photographic equipment and Supplies|Finger Lakes Region|Eastman Kodak Company (Eastman Business Park)|1|3/22/2020|Economic|Plant Layoff
1/24/2020|Health and fitness center|New York City Region|New York Health & Racquet Club|89|4/27/2020|Economic|Plant Closing
1/23/2020|Developing private incubated brands across multiple categories of Health, Beauty, & Wellness, Fashion, and Home furnishing products.|New York City Region|Walmart eCommerce (Altitude Collection, LLC)|29|April 24,2020|Economic|Plant Layoff
1/24/2020|Manufacturer of air & gas compressors|Western Region|Siemens Government Technologies, Inc. (formerly Dresser Rand)|149|4/24/2020|Sale of heritage Dresser-Rand / SGT Government business products portfolio to Curtiss-Wright.|Plant Closing
11/4/2019|American premium channel owned by the Home Box Office, Inc.|New York City Region|Home Box Office, Inc.|2|Separations for two employees will occur on 2/28/2020, or the 14-day period commencing on that date and on March 31, 2020 or the 14-day period commencing on that date.|Economic|Plant Layoff
1/16/2020|Retail Store|Long Island Region|JCPenney (Store #1738)|126|Separations will occur between April 25, 2020 and May 9, 2020.|Economic|Plant Layoff
1/21/2020|Leading global IT services company|Finger Lakes Region|HCL America, Inc.|19|1/17/2020|Health Plans|Mid-Hudson Region|Crystal Run Health Plan, LLC (Phase 4)|1|Separations are expected to commence during the 14-day period starting on April 16, 2020.|Economic|Plant Closing
1/21/2020|Publishing company|Long Island Region|Publishers Clearing House|109|The employee separations are expected to occur on April 24,2020.|Relocating facility to Minnesota.|Plant Closing
1/15/2020|Hotel|New York City Region|Blakely LLC dba the Blakely Hotel|54|Separations are expected to occur during the 14-day period starting on 4/16/2020.|Economic|Plant Closing
1/7/2020|1/7/2020|Welding and Soldering Equipment Manufacturing|Finger Lakes Region|Branson Ultrasonics Corp.|47|Separations dates will occur on 4/30/2020, 9/18/2020, and 9/30/2021.|Economic|Plant Closing
